id,Label,total_relevance,pageviews
99,Ukrainian Defense Industry (company),85,293
100,"All-Ukrainian Union ""Fatherland""",90,7105
101,All the Russias,269,419
102,Protestants in Ukraine,91,122
103,Naftogaz,100,1306
104,Holodomor in modern politics,93,590
105,Ukrainian People's Republic,106,9218
106,Rinat Akhmetov,98,7008
107,2008 Ukrainian parliamentary election,81,297
108,Free Territory,97,8196
109,Vladimir Putin,426,457025
110,Oleksandr Turchynov,91,6488
111,Mikheil Saakashvili,91,15913
112,Dnipropetrovsk,117,15002
113,Name of Ukraine,83,5420
114,"Declaration of Ukrainian Independence, 1941",71,638
116,Minsk agreements,129,8669
117,Ukrainian Orthodox Church (Moscow Patriarchate),100,3735
118,Collectivization in the Ukrainian Soviet Socialist Republic,70,724
119,Political status of Crimea,131,21832
120,Black Sea Fleet,204,13186
121,Republic of Crimea,174,17192
122,Ukrainian Autocephalous Orthodox Church,79,1995
123,Bandura,77,3144
124,Orange Revolution,78,13458
125,Odesa,118,46105
126,Nadiya Savchenko,124,4158
127,Treaty of Warsaw (1920),75,884
128,Act Zluky,64,628
129,Communist Party (Bolsheviks) of Ukraine,92,1708
130,Taras Shevchenko,83,7196
131,FC Dynamo Kyiv,67,21511
132,Volodymyr Semynozhenko,62,103
133,Crimean Peninsula,164,97290
134,Natural gas in Ukraine,89,658
135,Ukrainian alphabet,75,8831
136,Our UkraineâPeople's Self-Defense Bloc,63,1055
137,National University of Kyiv-Mohyla Academy,71,1963
138,Ministry of Defense of Ukraine,66,59
139,Political parties in Ukraine,63,1640
140,Mykhailo Hrushevsky,69,1616
141,Ukrainian Orthodox Church â Kyiv Patriarchate,68,2686
142,Vitali Klitschko,62,85425
143,Donetsk,86,15840
144,History of Poland (1939â1945),82,6226
146,Ukrainophone,70,298
147,Cossack Hetmanate,125,8437
148,Mykolaiv,83,6095
149,Nikita Khrushchev,78,222790
150,Denial of the Holodomor,69,3802
151,FC Shakhtar Donetsk,63,32789
152,Shakhtar Donetsk,63,1597
153,History of the Ukrainians in Baltimore,59,374
154,Cossacks,233,65025
155,Nuclear weapons and Ukraine,78,4206
156,Ukrainian cooperative movement,57,263
157,RussiaâUnited States relations,453,36434
158,2017 Petya cyberattack,71,1016
159,National Academy of Sciences of Ukraine,56,1267
160,2008â09 Ukrainian financial crisis,56,415
161,Dnipropetrovsk Oblast,65,4021
162,Serhiy Tihipko,64,815
163,Holodomor genocide question,57,6721
164,Ukrainian government,53,4548
165,Polonization,88,2792
167,Subdivisions of Ukraine,61,5533
168,Ukrainophiles,60,400
169,Judicial system of Ukraine,54,339
170,Socialist Party of Ukraine,53,985
171,Treaty of Brest-Litovsk (UkraineâCentral Powers),66,1327
172,Igor Girkin,135,1703
173,Ternopil,63,4966
174,Human rights in Ukraine,55,1015
175,Volodymyr Kubiyovych,53,261
176,Reichskommissariat Ukraine,53,5843
177,Andriy Shevchenko,50,50810
178,Enlargement of NATO,113,14983
179,Autonomous Republic of Crimea,91,11925
180,Austrian Poland,73,12923
181,Lviv pogroms,51,7789
182,International sanctions during the Russo-Ukrainian War,284,17493
183,2 May 2014 Odessa clashes,104,265
184,Kuchma,61,6061
185,People's Movement of Ukraine,54,1677
186,Football Federation of Ukraine,50,1575
188,Bloc Yulia Tymoshenko,50,1383
189,Solidarity (Ukraine),48,1683
190,Borys Kolesnykov,48,30
191,2010 UkrainianâRussian Naval Base for Gas treaty,79,221
192,Education in Ukraine,56,4080
193,"Ukrainian Village, Chicago",50,2585
194,Mariupol,100,6480
195,Bohdan Khmelnytskyi,84,6333
196,Filaret (Denysenko),64,1089
197,Ukrselena,57,2028
198,Leonid Kravchuk,54,2977
199,Ukrainian Sich Riflemen,52,594
200,History of Poland,157,18182
202,National Guard of Ukraine,63,2864
203,Romanization of Ukrainian,54,2035
204,Ukrainian Democratic Alliance for Reform,46,1895
205,Chernobyl disaster,61,358744
206,Ukrainian architecture,56,1106
207,2015 Ukrainian presidential election,67,625
208,Polish population transfers (1944?1946),61,1755
209,Polish population transfers (1944â1946),61,1755
210,Mykola Azarov,52,1484
213,Ukrainian State,50,3991
214,Ivan Krypiakevych,45,96
215,Transnistria,118,62382
216,Commonwealth of Independent States,84,75714
217,Sloboda Ukraine,67,2441
218,2004 Ukrainian presidential election,65,262
219,Eastern Ukraine,60,2501
221,Ukrainian folk music,44,788
222,First Azarov Government,42,292
223,Higher education in Ukraine,43,1181
224,RT (TV network),203,242518
225,Kuban Cossacks,109,5850
226,Novorossiya (confederation),76,8413
227,Ruthenians,57,10839
228,Kolomyia,41,2120
229,RussiaâNATO relations,300,6042
230,Little Russia,99,3151
231,Ivan Mazepa,64,3426
232,Oleh Tsarov,55,109
233,Opposition Bloc,45,4712
234,List of Ukrainian rulers,44,1867
235,Executed Renaissance,42,686
236,People's Deputy of Ukraine,38,670
237,Second Tymoshenko Government,38,179
239,Ems Ukaz,68,539
241,George Shevelov,48,277
242,Central Rada,44,286
243,Boryspil International Airport,40,14516
244,UEFA Euro 2012,39,36398
245,"Forward, Ukraine!",37,74
246,Our Ukraine (political party),37,1594
247,Levko Lukyanenko,37,375
248,Ukrainian passport,37,5392
249,Army of the South-East,99,220
250,Former Soviet Republics,93,37268
251,Ukraine International Airlines,41,16466
252,Ukrainian World Congress,37,285
253,Ukrainian embroidery,37,1104
254,Jaroslav Rudnyckyj,36,195
255,Barszcz,85,43160
256,Southern Ukraine,48,892
257,Independence Day of Ukraine,39,849
258,LvovâSandomierz Offensive,37,3056
259,Viktor Baloha,35,199
260,Zhytomyr,46,4726
261,FC Karpaty Lviv,37,4734
262,Oleksandr Viktorovych Klymenko,37,75
263,Chernivtsi Oblast,37,2854
264,Constitution of Ukraine,36,2365
265,Ukrainian Latin alphabet,35,765
266,Second Azarov Government,35,320
267,Sevastopol,98,30876
268,Kresy,57,5112
269,Ruthenia,53,10723
270,Romanians in Ukraine,53,636
271,Greeks in Ukraine,44,1806
272,Lviv University,35,2134
273,Ukrainian Cossacks,84,7962
274,Budjak,66,2874
275,Chernobyl Exclusion Zone,41,23137
276,Coal in Ukraine,40,588
277,2014 Ukrainian parliamentary election,39,538
278,Ivan Franko,35,1882
279,PolandâUkraine border,33,975
280,Pysanky,32,397
281,Central Election Commission of Ukraine,32,479
282,Soviet,152,433483
283,Sergey Lavrov,99,28289
284,1954 transfer of Crimea,75,4023
285,Pierogi,45,44099
286,Ivan Dorn,43,3542
287,Mykola Skrypnyk,42,813
288,Tourism in Ukraine,38,2301
289,Ukrainian elections,34,1668
290,Emergency Medicine Reform in Ukraine since 2016,31,218
291,Bystroye Canal,31,303
292,United Centre,31,229
293,Bessarabia,84,18203
294,Eastern Front (World War II),66,68117
295,Lisbon Protocol,50,597
296,Ternopil Oblast,36,2470
297,Cherkasy,35,4536
298,Valentyn Nalyvaichenko,32,855
299,LwÃ³w pogrom (1918),32,903
300,Strong Ukraine,32,616
301,Congress of Ukrainian Nationalists,31,749
302,Russophobes,475,117
303,Crimean bridge,86,30
304,Zaporizhzhia,53,115
305,Soviet famine of 1946â1947,52,3397
306,John Mearsheimer,48,8759
308,Panteleimon Kulish,34,275
309,Ukrainian Declaration of Independence,33,2445
311,Yevhen Konovalets,33,735
312,Pavlo Lazarenko,32,1441
313,Armia Krajowa,31,4829
314,European Party of Ukraine,29,216
316,Pereyaslav Council,65,1608
317,Luhansk Oblast,54,4145
318,Soviet partisans,45,6593
319,Kyiv Post,39,1916
320,Mariupol standoff,39,73
321,Kamianets-Podilskyi,36,5125
322,Ukrainian hryvnia,35,11647
323,Serhiy Arbuzov,32,520
324,Oblasts of Ukraine,30,3866
326,Ulana Suprun,29,2651
327,Mykola Knyazhytsky,29,26
328,Ukraine national basketball team,28,1238
329,Mykola Tomenko,28,154
330,Leonid Chernovetsky,28,61
332,Moldova,89,123106
333,Soviet occupation of Bessarabia and Northern Bukovina,53,5044
334,All-Ukrainian Congress of Soviets,41,252
335,Visa requirements for Ukrainian citizens,36,28095
336,Rail transport in Ukraine,36,640
337,Mykhailo Dobkin,35,689
338,Central Ukraine,32,570
339,Vasyl Stus,30,673
340,Yuriy Boiko,30,31
342,Local governance in Ukraine,27,25
343,Christian Democratic Union (Ukraine),27,200
344,Viacheslav Chornovil,27,859
345,Ivan Ohiyenko,27,23
346,Foreign relations of Russia,470,9846
347,Chernihiv,38,4030
348,Intercession of the Theotokos,37,1196
349,Peter Mogila,34,576
350,Okean Elzy,33,2706
351,Vlas Chubar,30,729
352,Arsen Avakov (politician),30,286
353,Ukrainian Military Organization,29,259
354,Ukrainian folklore,29,888
355,Ukrainian literature,28,1346
356,Population exchange between Poland and Soviet Ukraine,28,721
357,Servant of the People (political party),28,320
358,Declaration of State Sovereignty of Ukraine,27,520
359,Constitutional Court of Ukraine,26,419
360,Ukrainian People's Party,26,251
361,Sport in Russia,202,6677
362,Boris Nemtsov,106,10131
363,Battle of Konotop,62,501
364,Neo-Nazis,58,939
365,Anti-Semitism,43,5121
366,Antisemitism,43,175736
367,Donetsk Oblast,38,7011
368,List of Metropolitans and Patriarchs of Kiev,37,560
369,Rusyn language,35,10411
370,Onufriy (Berezovsky),33,455
371,CucuteniâTrypillia culture,32,4978
372,Pavel Postyshev,29,1205
373,Ivano-Frankivsk Oblast,27,2478
374,Prosecutor General of Ukraine,26,1210
375,Ukrainian Republican Party,25,187
376,Populated places in Ukraine,25,534
377,Polish-Ukrainian Peace Force Battalion,25,120
378,Revolution on Granite,25,292
379,Vyacheslav Kyrylenko,25,221
380,RussiaâEuropean Union relations,362,6300
381,Russian Jewish,169,1647
382,Petro Doroshenko,39,1057
383,Trilateral Contact Group on Ukraine,39,1195
384,Volhynia,37,6055
385,Wladimir Klitschko,34,201004
387,Nuclear power in Ukraine,31,1268
388,Shevchenko Scientific Society,28,258
389,Ukrainian oligarchs,27,2725
390,Omeljan Pritsak,26,1266
391,Anatoliy Hrytsenko,25,828
392,Encyclopedia of Ukraine,25,452
393,Orest Subtelny,25,466
394,"Ukrainian Republican Party ""Sobor""",24,39
397,Uman?Boto?ani Offensive,24,566
398,Pavlo Skoropadskyi,40,2646
399,Moldavian Autonomous Soviet Socialist Republic,31,2014
400,ChÅopomania,30,223
401,Maidan Nezalezhnosti,27,5449
402,Ukrainians of Romania,26,620
403,OST-Arbeiter,25,747
404,Ukrposhta,24,738
405,Ukrainian Encyclopedia (publisher),23,40
406,Hennadiy Udovenko,23,227
408,Russian Orthodox Church,161,42053
409,Arseny Pavlov,43,545
410,Khmelnytsky Uprising,42,6520
411,Peace of Riga,33,2943
412,Taras Kuzio,33,659
413,University of Kyiv,28,2973
415,Andrey Sheptytsky,28,1040
416,Right-bank Ukraine,27,1498
418,Deep and Comprehensive Free Trade Area,25,2893
419,Constitution of the Ukrainian SSR,25,91
420,Ukrainian Galician Army,24,988
421,Ukrainian Baroque,24,688
422,Anatoliy Kinakh,23,409
423,Ukrainian Second League,22,2129
424,Nord Stream,113,12914
425,The Ruin (Ukrainian history),50,981
426,Natural gas in Russia,49,1457
428,Gareth Jones (journalist),34,2222
429,Chernobyl,32,52667
430,Dnieper River,31,13079
431,Luhansk,30,6121
432,Zaporizhia Oblast,28,2379
433,Zaporizhzhia Oblast,28,129
434,BelarusâUkraine border,28,765
435,Anna Muzychuk,26,2228
436,Lazar Kaganovich,24,18954
437,Ivan Drach,22,289
438,The Holocaust in Ukraine,22,5419
439,Yaroslav Stetsko,21,622
440,Eurasian Economic Union,144,32929
441,Russian Civil War,112,67031
442,Stalin,110,580354
443,Political abuse of psychiatry in the Soviet Union,101,6300
444,Crimean Tatars,72,16877
445,OSCE,47,18890
446,Yat,47,2623
447,Mike Pompeo,37,451603
448,Kremenchuk,37,2233
449,Dnipropetrovsk National University,32,96
450,Izium,31,774
451,Occupation of Poland (1939â1945),28,9586
452,Territorial defence battalions (Ukraine),27,694
453,Metropolitan of Kyiv and All Ukraine,24,5
454,General Government,23,9857
455,Lviv Academy of Commerce,23,156
456,Borys Tarasyuk,22,246
457,Andriy Atanasovych Melnyk,21,752
458,Roman Catholicism in Ukraine,21,250
459,LwÃ³w Eaglets,20,986
460,Lychakiv Cemetery,20,1010
461,Ukraine's health system,20,24
462,Solomiya Krushelnytska,20,596
463,Democratic Bloc (Ukraine),20,211
464,Russification,277,7924
465,Belarus,120,174709
467,Kazakhstan,94,220284
468,Kirill of Moscow,76,7233
469,JÃ³zef PiÅsudski,73,15834
470,Nikolai Gogol,60,26496
471,Mejlis of the Crimean Tatar People,47,1597
472,Eastern Partnership,41,4379
473,Druzhba pipeline,41,2501
474,Soviet invasion of Poland,40,16100
475,Igor Plotnitsky,32,1315
476,Second Polish Republic,30,22308
477,Chernobyl Nuclear Power Plant,28,28047
478,Antonov,26,19978
479,Kyiv Oblast,24,121
480,2015 Ukrainian local elections,23,212
482,Oleg Blokhin,21,7224
483,Lviv oblast,21,3578
484,Economic Development (parliamentary faction),19,2090
485,Lubomyr Husar,19,765
486,Supreme Court of Ukraine,19,620
487,Roman Bezsmertny,19,19
488,Ukrainian Helsinki Group,19,285
489,Ulas Samchuk,19,147
490,Alexei Navalny,178,14466
491,Byelorussian SSR,116,13741
492,Belarusian Soviet Socialist Republic,116,158
493,Donald Trump,55,1413128
494,Novorossiya,54,7203
495,Russian imperialism,50,4024
496,Old East Slavic language,47,5066
497,General Secretariat of Ukraine,29,298
498,Ivan Kotlyarevsky,28,213
499,Grigory Petrovsky,25,1017
500,Horlivka,23,2131
501,Ukrinform,21,904
502,Nikolai Podgorny,20,2683
503,Southern Bug,20,2038
504,Ukrainian Orthodox Church of the USA,20,891
505,Ge with upturn,20,160
506,Vinnytsia Oblast,19,1898
507,National Police of Ukraine,19,2427
508,Hromada (political party),18,444
510,All-Ukrainian Central Executive Committee,18,102
511,Ihor Yukhnovsky,18,45
512,Ministry of Foreign Affairs (Ukraine),18,1058
513,History of Russia,364,35979
514,Russian (language),236,179
515,Russian language,236,107777
516,Russian Airborne Troops,66,14920
517,Lviv National Art Gallery,27,379
518,Vopli Vidoplyasova,23,116
519,SMERSH,22,13133
520,The Holocaust in Poland,21,11757
521,First Yatsenyuk Government,21,423
522,Rivne,20,4020
523,Hetman,20,3994
524,Kobza,20,1161
525,Volodymyr Shcherbytsky,20,861
526,Our Land (Ukraine),19,675
527,Presidium of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,17,139
529,"Rise up, Ukraine!",17,788
530,National Security and Defense Council of Ukraine,17,792
531,Yuriy Pavlenko,17,83
532,List of Communist monuments in Ukraine,17,56
533,Bloc Lytvyn,17,335
534,Nikolay Kostomarov,56,495
535,Fancy Bear,55,8965
536,2014 Winter Paralympics,49,1871
537,Battle of Berlin,45,65188
538,Koliivshchyna,30,38
539,Victoria Nuland,28,8175
540,Volodymyr Antonovych,27,182
541,Serhii Plokhy,25,41
542,Bakhmut,23,1294
543,Lysychansk,23,1115
544,Chernivtsi University,22,1340
545,Territories of Poland annexed by the Soviet Union,21,4424
546,Mykhailo Drahomanov,20,372
547,Second Yatsenyuk Government,19,187
548,Olena Teliha,18,394
549,Illichivets,17,62
551,Oleksiy Ryabchyn,17,64
552,Khmelnytskyi Oblast,17,1839
553,Yuri Kostenko,16,20
555,Drohobych,16,2044
556,Oleksandr Omelchenko,16,256
557,Leopolis Jazz Fest,16,514
558,Verkhovna Rada building,16,513
559,Volodymyr Lytvyn,16,418
560,Ministry of Internal Affairs of Ukraine,16,1731
561,Adam Martyniuk,16,69
562,Seven Wonders of Ukraine,16,1682
563,Russian federation,390,661738
564,RussiaâUnited Kingdom relations,230,13936
565,Russian speakers,208,89
566,Federal Security Service,85,45093
567,Operation Bagration,61,21260
568,Sea of Azov,55,11976
569,Russo-Polish War (1654â1667),44,3311
570,Deportation of the Crimean Tatars,43,4169
571,Roshen,29,4283
572,Kherson,27,4991
573,Halychyna,25,32537
574,PolishâSoviet border agreement of August 1945,22,623
575,Blue Army (Poland),22,2484
576,Podolia,22,4231
577,Uman,20,3209
578,Stanislav Kosior,20,1410
579,Chernihiv Oblast,19,1767
580,Donbass Arena,18,5444
581,Jon Krakauer,17,29077
582,Ossolineum,17,581
583,Roman Zvarych,16,165
584,Prime Minister of Ukraine,16,2929
585,Lina Kostenko,15,905
586,Petrykivka painting,15,553
587,Front of Changes,15,244
588,List of rivers of Ukraine,15,484
589,For Ukraine!,15,133
590,Serhiy Vlasenko,15,110
591,RussiaâTurkey relations,114,6208
592,Aleksandr Solzhenitsyn,105,51480
593,Treaty of Brest-Litovsk,77,32331
594,Polish Jews,60,23673
595,Eastern Orthodox Culture,54,144873
596,Vysoky Zamok (newspaper),26,127
597,Nabat,25,590
598,Hlukhiv,24,667
599,Sloviansk,24,1660
600,Lutsk,24,3583
602,Siret,20,1134
604,Petro Konashevych-Sahaidachny,20,805
605,Igor Sikorsky Kyiv Polytechnic Institute,18,1606
606,Lyudmyla Denisova,18,194
607,Kharkiv Oblast,18,2861
608,Holocaust,18,422652
609,Early Slavs,17,11812
612,Saint Sophia Cathedral in Kiev,16,1016
613,Oles Honchar,16,419
614,Holodomor Memorial Day,14,36
615,Lviv bid for the 2022 Winter Olympics,14,271
616,Kirovohrad Oblast,14,2254
617,Red Data Book of Ukraine,14,157
618,The Ukrainian Week,14,404
619,Andriy Shkil,14,122
620,Ukrainian wreath,14,990
621,"History of Germans in Russia, Ukraine and the Soviet Union",182,5017
622,Mikhail Gorbachev,100,203425
623,Doukhobors,69,6258
624,Roman Abramovich,68,89222
625,Lithuania,64,181670
626,Tupolev Tu-160,62,40317
627,Droughts and famines in Russia and the Soviet Union,38,4573
628,Molotschna,32,1117
629,Oleksandr Usyk,28,25657
630,Viktor OrbÃ¡n,26,126044
631,Oliver Stone,25,77897
632,An-225,24,90054
633,Seversky Donets,23,1480
634,Volodymyr-Volynskyi,23,1408
635,Debaltseve,22,1228
636,Aleksandr Zakharchenko,22,5741
637,Vasyl Lomachenko,22,129581
640,Danube Delta,18,7403
641,Mykola Khvylovy,16,338
642,Hetman of Ukraine,16,816
643,Horilka,16,2491
644,Mykolaiv Oblast,16,1804
645,Alchevsk,16,1235
646,State Border Guard Service of Ukraine,16,1378
647,Serhiy Sobolyev,15,118
648,Serhiy Taruta,15,1002
649,Mendel Khatayevich,15,210
650,German occupation of Czechoslovakia,15,26310
651,Oleksandr Yefremov,15,293
652,Valerian Pidmohylny,14,239
653,Bulawa,14,1562
654,FC Chornomorets Odessa,14,367
655,Lviv National Museum,14,257
656,First Secretary of the Communist Party of Ukraine,14,343
657,People's Democratic Party (Ukraine),14,290
659,People's Party (Ukraine),13,256
660,Arena Lviv,13,2054
661,James Mace,13,219
662,FC Lviv,13,421
663,Yevhen Nyshchuk,13,167
664,Volodymyr Vasylyovych Rybak,13,280
665,United Ukraine,13,45
666,Labor Ukraine,13,458
667,Constitution Day (Ukraine),13,401
668,2016 United States election interference by Russia,451,1378
669,Human rights in Russia,229,4974
670,Media freedom in Russia,170,5200
671,Vladislav Surkov,80,11113
672,Viktor Chernomyrdin,53,3857
673,Pro-Russian,43,5147
674,Black Sea Germans,39,3517
675,Matteo Renzi,33,18052
676,Simferopol,31,7482
677,Curzon Line,31,5071
678,Green Ukraine,27,3433
679,Colour revolution,25,11834
680,PrzemyÅl,20,5185
681,Scythians,20,46998
682,Odessa Oblast,20,4442
683,Ivan Sirko,17,2014
685,Yurii Khmelnytsky,17,561
686,Kharkiv University,17,282
687,Raphael Lemkin,17,6797
688,Einsatzgruppen,16,40570
689,Baptists,16,65373
690,Kharkiv Polytechnical Institute,14,163
691,Eastern Galicia,14,1382
692,Mykola Martynenko,14,92
693,Volodymyr Sabodan,14,242
694,Rivne Oblast,14,1551
695,Dnieper Ukraine,14,799
696,Valeriya Lutkovska,14,163
697,BC Budivelnyk,13,1092
699,Cemetery of the Defenders of LwÃ³w,13,425
701,Party of Greens of Ukraine,12,337
703,Eduard Stavitskyi,12,15
704,"Armenian Cathedral, Lviv",12,118
705,Hromada,12,223
706,Ivan Kyrylenko,12,59
707,Ioan PotcoavÄ,12,200
708,Party of Labor (Ukraine),12,102
709,Russia under Vladimir Putin,394,8427
710,Sino-Russian relations,232,9396
711,Putinisms,62,5877
712,Disinformation,57,9948
713,Soviet Armed Forces,41,13060
714,History of the Soviet Union (1927â53),40,3229
715,Treaty on the Creation of the Union of Soviet Socialist Republics,39,5899
716,NATO,36,266996
717,Kazimir Malevich,36,16571
718,Rurik dynasty,33,18202
719,Crimean Tatar language,32,6716
720,East Slavic languages,29,7435
721,Collectivization in the Soviet Union,27,21759
722,Guberniya,26,2296
723,Leonid Brezhnev,25,105780
724,Treaty of Hadiach,25,591
725,Vladimir I of Kiev,23,19660
726,Russo-Turkish War (1676â1681),23,1167
727,Chelm,22,2883
728,Vladimir Vernadsky,22,2783
729,Fastiv,22,810
730,Population transfer in the Soviet Union,21,7868
731,GUAM Organization for Democracy and Economic Development,20,5197
732,Crimean People's Republic,19,1355
733,Left-bank Ukraine,19,1128
734,Anders Ãslund,17,834
735,Yuzhmash,17,1917
736,Gentry,17,15882
737,Pereyaslav,17,227
738,Berdychiv,17,2585
739,Polish language,17,40068
740,Crimean Oblast,16,1246
742,Constitution of Pylyp Orlyk,16,1073
743,HungaryâPoland relations,15,2058
744,Kramatorsk,15,1839
745,Gun politics,15,2074
746,Korrespondent,14,452
747,Bila Tserkva,14,2395
748,Torban,14,674
749,Treblinka extermination camp,13,39864
750,Plan on Priority Measures for European Integration of Ukraine,12,89
751,KrAZ,12,3672
752,"Sociological group ""RATING""",12,230
753,Bieszczady Mountains,11,1685
754,Olena Bondarenko (Party of Regions politician),11,24
755,Ukrainian cuisine,11,9260
757,Ruslan Ponomariov,11,1642
758,LwÃ³w Ghetto,11,2460
759,Saints Peter and Paul Garrison Church (Lviv),11,195
760,Finance and Credit (bank),11,247
761,Vassily Ivanchuk,11,4992
762,GRU,97,8106
763,Transnistria War,51,6266
764,Danubian Sich,49,654
765,European integration,35,14174
766,Zaporizhian Sich,34,5209
767,Eurovision Song Contest,29,65767
768,Russian Unity,27,534
769,History of the Jews in the Soviet Union,27,2359
771,Melitopol,24,1753
772,Slavs,23,88234
773,Slav,23,2784
774,Oath of office,22,9197
775,Bilhorod,22,40
776,Second World War,20,904953
777,Zaporizhia (region),19,1007
778,Agriculture in the Soviet Union,18,3334
779,Joseph Biden,17,1345
780,Joe Biden,17,132377
782,"Pervomaisk, Luhansk Oblast",17,661
783,Christianisation of Kievan Rus',16,6152
784,Mustafa Dzhemilev,16,781
785,Myrhorod,16,566
786,Romanian language,16,41526
787,Yaroslav I the Wise,16,9104
788,Kherson Oblast,15,2823
789,Odessa University,14,1009
790,Sievierodonetsk,14,1511
791,Semyon Gluzman,14,202
792,Halych,14,1814
793,Crimean Autonomous Soviet Socialist Republic,13,1869
794,Paska (bread),13,9131
795,Prosvita,13,319
797,Å»upan,12,1195
798,Volodymyr Zabolotny,12,99
799,People's Friendship Arch,12,661
800,St Volodymyr's Cathedral,12,1545
801,Pavlo Teteria,12,420
802,Lviv International Airport,11,5247
803,Oleksandr Zavarov,11,954
805,Peasant Party of Ukraine,10,209
806,Massacre of LwÃ³w professors,10,893
807,BBC Ukrainian,10,585
808,Port of Odessa,10,1187
809,Hennadiy Moskal,10,687
810,Ukrainian wedding traditions,10,1515
812,Etnovyr,10,98
813,Kiev Bandurist Capella,10,82
814,Nina Karpachova,10,114
815,Vasyl Symonenko,10,353
816,Reforms and Order,10,129
817,Ukraina Stadium,10,692
818,Anti-protest laws in Ukraine,10,810
819,Ukrainian Liberation Army,10,1297
820,Poltava Bandurist Capella,10,59
821,Aleksander KwaÅniewski,10,4197
822,For United Ukraine,10,157
823,Seven Natural Wonders of Ukraine,10,1018
824,Civil Position,10,1650
825,Party of Free Democrats,10,107
826,Hryhoriy Nemyria,10,172
827,Chairman of the Verkhovna Rada,10,673
828,2008 South Ossetia War,393,38581
829,Military history of Imperial Russia,322,229
830,Russian national football team,187,547
831,Russian Soviet Republic,143,65388
832,Boris Berezovsky (businessman),118,21202
833,Russian Ground Forces,110,23963
834,Ramzan Kadyrov,101,38413
835,Sputnik (news agency),71,15681
836,Ilya Repin,70,12834
837,New Cold War,64,78
838,Church Slavonic language,52,8407
839,Don Cossacks,47,7051
840,Vodka,43,88516
841,Hizb ut-Tahrir,37,15271
842,Blini,32,9430
843,Left Socialist Revolutionaries,30,1028
844,Kyivan Rus,30,39965
845,Black Hundreds,27,5215
846,Eurasian Economic Community,25,3892
847,Sea Launch,25,5105
848,Polish diaspora,24,6717
849,Frozen conflict,23,10608
850,Ivan Vyhovsky,23,457
