id,Label,total_relevance,pageviews
59,Ukrainian Greek Catholic Church,140,9538
60,Kharkov,145,30369
61,Criminal cases against Yulia Tymoshenko since 2010,133,1637
62,Legislation on languages in Ukraine,139,409
63,Kyiv,156,84096
64,Ukrainian War of Independence,137,4040
65,Ukrainian nationalists,115,2623
66,2010 Ukrainian presidential election,111,3548
67,History of the Jews in Ukraine,124,8587
68,Party of Regions,119,4870
69,History of Lviv,108,1850
70,Donbass,184,14745
71,UkrainianâSoviet War,119,2798
73,Fall of the USSR,179,80323
74,Dissolution of Soviet Union,179,253
75,Freedom of the press in Ukraine,137,939
76,Law of Ukraine,98,1240
77,Nestor Makhno,125,13595
78,Communist Party of Ukraine,108,3058
79,Ukrainian Army,106,813
80,Symon Petliura,113,3407
81,Rodnovery,291,3149
82,Security Service of Ukraine,114,4633
83,Corruption in Ukraine,95,5059
84,Ukrainian anthem,95,26
85,Carpathian Ruthenia,107,8656
86,Ruslana,96,3287
88,Arseniy Yatsenyuk,115,4566
89,Western Ukraine,106,3716
90,Verkhovna Rada,94,19244
91,Zakarpattia Oblast,105,6730
92,Culture of Ukraine,96,3925
93,Luhansk People's Republic,144,14757
94,2014 Crimean status referendum,179,7719
95,Ukrainian citizenship,94,782
96,Ukrainian Premier League,92,14282
97,Soviet famine of 1932?33,102,12602
98,Soviet famine of 1932â33,102,13959
99,Ukrainian Defense Industry (company),85,197
100,"All-Ukrainian Union ""Fatherland""",90,9747
101,All the Russias,269,386
102,Protestants in Ukraine,91,88
103,Naftogaz,100,1547
104,Holodomor in modern politics,93,537
105,Ukrainian People's Republic,106,9164
106,Rinat Akhmetov,98,9926
107,2008 Ukrainian parliamentary election,81,2779
108,Free Territory,97,10777
109,Vladimir Putin,426,305094
110,Oleksandr Turchynov,91,6081
111,Mikheil Saakashvili,91,11099
112,Dnipropetrovsk,117,16218
113,Name of Ukraine,83,7510
114,"Declaration of Ukrainian Independence, 1941",71,600
115,2018 MoscowâConstantinople schism,151,7731
116,Minsk agreements,129,8643
117,Ukrainian Orthodox Church (Moscow Patriarchate),100,3543
118,Collectivization in the Ukrainian Soviet Socialist Republic,70,593
119,Political status of Crimea,131,8475
120,Black Sea Fleet,204,7020
121,Republic of Crimea,174,18877
122,Ukrainian Autocephalous Orthodox Church,79,1168
123,Bandura,77,2877
124,Orange Revolution,78,10959
125,Odesa,118,50800
126,Nadiya Savchenko,124,3489
127,Treaty of Warsaw (1920),75,840
128,Act Zluky,64,617
129,Communist Party (Bolsheviks) of Ukraine,92,1595
130,Taras Shevchenko,83,7253
131,FC Dynamo Kyiv,67,26601
132,Volodymyr Semynozhenko,62,215
133,Crimean Peninsula,164,98967
134,Natural gas in Ukraine,89,1274
135,Ukrainian alphabet,75,10317
136,Our UkraineâPeople's Self-Defense Bloc,63,980
137,National University of Kyiv-Mohyla Academy,71,1795
138,Ministry of Defense of Ukraine,66,56
139,Political parties in Ukraine,63,1949
140,Mykhailo Hrushevsky,69,1652
141,Ukrainian Orthodox Church â Kyiv Patriarchate,68,650
142,Vitali Klitschko,62,50762
143,Donetsk,86,18395
144,History of Poland (1939â1945),82,9931
146,Ukrainophone,70,196
147,Cossack Hetmanate,125,8764
148,Mykolaiv,83,5944
149,Nikita Khrushchev,78,105651
150,Denial of the Holodomor,69,4300
151,FC Shakhtar Donetsk,63,63772
152,Shakhtar Donetsk,63,2383
153,History of the Ukrainians in Baltimore,59,233
154,Cossacks,233,70575
155,Nuclear weapons and Ukraine,78,4591
156,Ukrainian cooperative movement,57,340
157,RussiaâUnited States relations,453,17338
158,2017 Petya cyberattack,71,1473
159,National Academy of Sciences of Ukraine,56,1204
160,2008â09 Ukrainian financial crisis,56,946
161,Dnipropetrovsk Oblast,65,4375
162,Serhiy Tihipko,64,1042
163,Holodomor genocide question,57,6020
164,Ukrainian government,53,7153
165,Polonization,88,3335
166,Opposition Platform â For Life,69,6250
167,Subdivisions of Ukraine,61,4673
168,Ukrainophiles,60,521
169,Judicial system of Ukraine,54,409
170,Socialist Party of Ukraine,53,1071
171,Treaty of Brest-Litovsk (UkraineâCentral Powers),66,924
172,Igor Girkin,135,1494
173,Ternopil,63,4584
174,Human rights in Ukraine,55,1112
175,Volodymyr Kubiyovych,53,319
176,Reichskommissariat Ukraine,53,5763
177,Andriy Shevchenko,50,48784
178,Enlargement of NATO,113,11469
179,Autonomous Republic of Crimea,91,9296
180,Austrian Poland,73,12085
181,Lviv pogroms,51,2569
182,International sanctions during the Russo-Ukrainian War,284,12511
183,2 May 2014 Odessa clashes,104,1673
184,Kuchma,61,6992
185,People's Movement of Ukraine,54,1330
186,Football Federation of Ukraine,50,857
187,Ukrainian Association of Football,50,1511
188,Bloc Yulia Tymoshenko,50,1400
189,Solidarity (Ukraine),48,7302
190,Borys Kolesnykov,48,42
191,2010 UkrainianâRussian Naval Base for Gas treaty,79,176
192,Education in Ukraine,56,3286
193,"Ukrainian Village, Chicago",50,2266
194,Mariupol,100,5842
195,Bohdan Khmelnytskyi,84,5762
196,Filaret (Denysenko),64,1587
197,Ukrselena,57,2040
198,Leonid Kravchuk,54,4538
199,Ukrainian Sich Riflemen,52,617
200,History of Poland,157,17680
202,National Guard of Ukraine,63,3281
203,Romanization of Ukrainian,54,2770
204,Ukrainian Democratic Alliance for Reform,46,1717
205,Chernobyl disaster,61,937847
206,Ukrainian architecture,56,937
207,2015 Ukrainian presidential election,67,4525
208,Polish population transfers (1944?1946),61,2277
209,Polish population transfers (1944â1946),61,2277
210,Mykola Azarov,52,3552
213,Ukrainian State,50,3996
214,Ivan Krypiakevych,45,96
215,Transnistria,118,67847
216,Commonwealth of Independent States,84,61752
217,Sloboda Ukraine,67,2149
218,2004 Ukrainian presidential election,65,2467
219,Eastern Ukraine,60,2470
220,Epiphanius I of Ukraine,48,1216
221,Ukrainian folk music,44,992
222,First Azarov Government,42,313
223,Higher education in Ukraine,43,959
224,RT (TV network),203,376879
225,Kuban Cossacks,109,4186
226,Novorossiya (confederation),76,7904
227,Ruthenians,57,7984
228,Kolomyia,41,2135
229,RussiaâNATO relations,300,4600
230,Little Russia,99,3019
231,Ivan Mazepa,64,3160
232,Oleh Tsarov,55,148
233,Opposition Bloc,45,1830
234,List of Ukrainian rulers,44,2115
235,Executed Renaissance,42,1231
236,People's Deputy of Ukraine,38,885
237,Second Tymoshenko Government,38,188
239,Ems Ukaz,68,528
241,George Shevelov,48,230
242,Central Rada,44,280
243,Boryspil International Airport,40,14205
244,UEFA Euro 2012,39,30754
245,"Forward, Ukraine!",37,149
246,Our Ukraine (political party),37,1182
247,Levko Lukyanenko,37,422
248,Ukrainian passport,37,4847
249,Army of the South-East,99,246
250,Former Soviet Republics,93,26028
251,Ukraine International Airlines,41,14144
252,Ukrainian World Congress,37,186
253,Ukrainian embroidery,37,938
254,Jaroslav Rudnyckyj,36,221
255,Barszcz,85,43154
256,Southern Ukraine,48,1051
257,Independence Day of Ukraine,39,1362
258,LvovâSandomierz Offensive,37,3046
259,Viktor Baloha,35,374
260,Zhytomyr,46,4942
261,FC Karpaty Lviv,37,5750
262,Oleksandr Viktorovych Klymenko,37,152
263,Chernivtsi Oblast,37,2880
264,Constitution of Ukraine,36,2864
265,Ukrainian Latin alphabet,35,777
266,Second Azarov Government,35,517
267,Sevastopol,98,28178
268,Kresy,57,6169
269,Ruthenia,53,9352
270,Romanians in Ukraine,53,721
271,Greeks in Ukraine,44,1332
272,Lviv University,35,2251
273,Ukrainian Cossacks,84,8237
274,Budjak,66,2553
275,Chernobyl Exclusion Zone,41,48299
276,Coal in Ukraine,40,617
277,2014 Ukrainian parliamentary election,39,2882
278,Ivan Franko,35,2073
279,PolandâUkraine border,33,1289
280,Pysanky,32,223
281,Central Election Commission of Ukraine,32,775
282,Soviet,152,424066
283,Sergey Lavrov,99,11521
284,1954 transfer of Crimea,75,3579
285,Pierogi,45,45809
286,Ivan Dorn,43,1964
287,Mykola Skrypnyk,42,660
288,Tourism in Ukraine,38,1945
289,Ukrainian elections,34,1734
290,Emergency Medicine Reform in Ukraine since 2016,31,329
291,Bystroye Canal,31,283
292,United Centre,31,434
293,Bessarabia,84,18109
294,Eastern Front (World War II),66,53786
295,Lisbon Protocol,50,424
296,Ternopil Oblast,36,2221
297,Cherkasy,35,3887
298,Valentyn Nalyvaichenko,32,1180
299,LwÃ³w pogrom (1918),32,1320
300,Strong Ukraine,32,538
301,Congress of Ukrainian Nationalists,31,719
302,Russophobes,475,73
303,Crimean bridge,86,108
304,Zaporizhzhia,53,277
305,Soviet famine of 1946â1947,52,2822
306,John Mearsheimer,48,8808
307,Martial law in Ukraine,42,1248
308,Panteleimon Kulish,34,384
309,Ukrainian Declaration of Independence,33,2204
311,Yevhen Konovalets,33,1055
312,Pavlo Lazarenko,32,1811
313,Armia Krajowa,31,5057
314,European Party of Ukraine,29,335
315,2010 Ukrainian local elections,29,239
316,Pereyaslav Council,65,1158
317,Luhansk Oblast,54,3921
318,Soviet partisans,45,7024
319,Kyiv Post,39,2032
320,Mariupol standoff,39,76
321,Kamianets-Podilskyi,36,4337
322,Ukrainian hryvnia,35,12707
323,Serhiy Arbuzov,32,694
324,Oblasts of Ukraine,30,4098
325,Vadym Ivchenko,29,84
326,Ulana Suprun,29,1657
327,Mykola Knyazhytsky,29,36
328,Ukraine national basketball team,28,2080
329,Mykola Tomenko,28,191
330,Leonid Chernovetsky,28,123
332,Moldova,89,142125
333,Soviet occupation of Bessarabia and Northern Bukovina,53,5740
334,All-Ukrainian Congress of Soviets,41,229
335,Visa requirements for Ukrainian citizens,36,22344
336,Rail transport in Ukraine,36,546
337,Mykhailo Dobkin,35,595
338,Central Ukraine,32,622
339,Vasyl Stus,30,1961
340,Yuriy Boiko,30,114
342,Local governance in Ukraine,27,29
343,Christian Democratic Union (Ukraine),27,233
344,Viacheslav Chornovil,27,825
345,Ivan Ohiyenko,27,25
346,Foreign relations of Russia,470,9226
347,Chernihiv,38,4762
348,Intercession of the Theotokos,37,2033
349,Peter Mogila,34,549
350,Okean Elzy,33,2248
351,Vlas Chubar,30,698
352,Arsen Avakov (politician),30,274
353,Ukrainian Military Organization,29,377
354,Ukrainian folklore,29,957
355,Ukrainian literature,28,1384
356,Population exchange between Poland and Soviet Ukraine,28,758
357,Servant of the People (political party),28,22887
358,Declaration of State Sovereignty of Ukraine,27,627
359,Constitutional Court of Ukraine,26,527
360,Ukrainian People's Party,26,245
361,Sport in Russia,202,4537
362,Boris Nemtsov,106,6709
363,Battle of Konotop,62,454
364,Neo-Nazis,58,927
365,Anti-Semitism,43,8697
366,Antisemitism,43,99040
367,Donetsk Oblast,38,6380
368,List of Metropolitans and Patriarchs of Kiev,37,541
369,Rusyn language,35,10326
370,Onufriy (Berezovsky),33,575
371,CucuteniâTrypillia culture,32,7890
372,Pavel Postyshev,29,875
373,Ivano-Frankivsk Oblast,27,2673
374,Prosecutor General of Ukraine,26,6346
375,Ukrainian Republican Party,25,220
376,Populated places in Ukraine,25,579
377,Polish-Ukrainian Peace Force Battalion,25,116
378,Revolution on Granite,25,297
379,Vyacheslav Kyrylenko,25,205
380,RussiaâEuropean Union relations,362,5572
381,Russian Jewish,169,2308
382,Petro Doroshenko,39,949
383,Trilateral Contact Group on Ukraine,39,1154
384,Volhynia,37,5778
385,Wladimir Klitschko,34,121131
386,2006 Ukrainian parliamentary election,33,793
387,Nuclear power in Ukraine,31,1772
388,Shevchenko Scientific Society,28,261
389,Ukrainian oligarchs,27,3654
390,Omeljan Pritsak,26,963
391,Anatoliy Hrytsenko,25,533
392,Encyclopedia of Ukraine,25,492
393,Orest Subtelny,25,489
394,"Ukrainian Republican Party ""Sobor""",24,71
395,2007 Ukrainian parliamentary election,24,970
396,Methodius (Kudriakov),24,91
397,Uman?Boto?ani Offensive,24,379
398,Pavlo Skoropadskyi,40,1678
399,Moldavian Autonomous Soviet Socialist Republic,31,1945
400,ChÅopomania,30,176
401,Maidan Nezalezhnosti,27,4133
402,Ukrainians of Romania,26,554
403,OST-Arbeiter,25,403
404,Ukrposhta,24,803
405,Ukrainian Encyclopedia (publisher),23,43
406,Hennadiy Udovenko,23,293
407,1990 Ukrainian parliamentary election,23,272
408,Russian Orthodox Church,161,35336
409,Arseny Pavlov,43,466
410,Khmelnytsky Uprising,42,6162
411,Peace of Riga,33,3209
412,Taras Kuzio,33,573
413,University of Kyiv,28,3295
414,2019 Ukrainian presidential election,28,25743
415,Andrey Sheptytsky,28,903
416,Right-bank Ukraine,27,1412
418,Deep and Comprehensive Free Trade Area,25,3210
419,Constitution of the Ukrainian SSR,25,169
420,Ukrainian Galician Army,24,709
421,Ukrainian Baroque,24,551
422,Anatoliy Kinakh,23,545
423,Ukrainian Second League,22,1873
424,Nord Stream,113,10400
425,The Ruin (Ukrainian history),50,808
426,Natural gas in Russia,49,1434
428,Gareth Jones (journalist),34,7685
429,Chernobyl,32,54030
430,Dnieper River,31,15595
431,Luhansk,30,5711
432,Zaporizhia Oblast,28,2266
433,Zaporizhzhia Oblast,28,66
434,BelarusâUkraine border,28,660
435,Anna Muzychuk,26,1324
436,Lazar Kaganovich,24,9982
437,Ivan Drach,22,402
438,The Holocaust in Ukraine,22,3920
439,Yaroslav Stetsko,21,737
440,Eurasian Economic Union,144,25390
441,Russian Civil War,112,54158
442,Stalin,110,342848
443,Political abuse of psychiatry in the Soviet Union,101,6360
444,Crimean Tatars,72,14089
445,OSCE,47,16049
446,Yat,47,2878
447,Mike Pompeo,37,159128
448,Kremenchuk,37,2210
449,Dnipropetrovsk National University,32,74
450,Izium,31,537
451,Occupation of Poland (1939â1945),28,10874
452,Territorial defence battalions (Ukraine),27,731
453,Metropolitan of Kyiv and All Ukraine,24,2
454,General Government,23,9793
455,Lviv Academy of Commerce,23,189
456,Borys Tarasyuk,22,290
457,Andriy Atanasovych Melnyk,21,610
458,Roman Catholicism in Ukraine,21,247
459,LwÃ³w Eaglets,20,675
460,Lychakiv Cemetery,20,1186
461,Ukraine's health system,20,23
462,Solomiya Krushelnytska,20,818
463,Democratic Bloc (Ukraine),20,228
464,Russification,277,6913
465,Belarus,120,176096
467,Kazakhstan,94,251134
468,Kirill of Moscow,76,5413
469,JÃ³zef PiÅsudski,73,19480
470,Nikolai Gogol,60,29463
471,Mejlis of the Crimean Tatar People,47,969
472,Eastern Partnership,41,4381
473,Druzhba pipeline,41,2797
474,Soviet invasion of Poland,40,43127
475,Igor Plotnitsky,32,1695
476,Second Polish Republic,30,22882
477,Chernobyl Nuclear Power Plant,28,61690
478,Antonov,26,15931
479,Kyiv Oblast,24,304
480,2015 Ukrainian local elections,23,960
482,Oleg Blokhin,21,7205
483,Lviv oblast,21,3765
484,Economic Development (parliamentary faction),19,724
485,Lubomyr Husar,19,776
486,Supreme Court of Ukraine,19,774
487,Roman Bezsmertny,19,23
488,Ukrainian Helsinki Group,19,328
489,Ulas Samchuk,19,280
490,Alexei Navalny,178,17390
491,Byelorussian SSR,116,12707
492,Belarusian Soviet Socialist Republic,116,160
493,Donald Trump,55,5410531
494,Novorossiya,54,5779
495,Russian imperialism,50,4929
496,Old East Slavic language,47,5272
497,General Secretariat of Ukraine,29,204
498,Ivan Kotlyarevsky,28,166
499,Grigory Petrovsky,25,1028
500,Horlivka,23,1678
501,Ukrinform,21,4396
502,Nikolai Podgorny,20,2322
503,Southern Bug,20,1964
504,Ukrainian Orthodox Church of the USA,20,759
505,Ge with upturn,20,147
506,Vinnytsia Oblast,19,1804
507,National Police of Ukraine,19,2536
508,Hromada (political party),18,562
509,Honcharuk Government,18,2739
510,All-Ukrainian Central Executive Committee,18,148
511,Ihor Yukhnovsky,18,66
512,Ministry of Foreign Affairs (Ukraine),18,1032
513,History of Russia,364,34857
514,Russian (language),236,370
515,Russian language,236,96982
516,Russian Airborne Troops,66,8705
517,Lviv National Art Gallery,27,321
518,Vopli Vidoplyasova,23,124
519,SMERSH,22,10856
520,The Holocaust in Poland,21,10984
521,First Yatsenyuk Government,21,480
522,Rivne,20,4047
523,Hetman,20,3529
524,Kobza,20,1092
525,Volodymyr Shcherbytsky,20,1680
526,Our Land (Ukraine),19,512
527,Presidium of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,17,160
528,1998 Ukrainian parliamentary election,17,594
529,"Rise up, Ukraine!",17,219
530,National Security and Defense Council of Ukraine,17,1140
531,Yuriy Pavlenko,17,140
532,List of Communist monuments in Ukraine,17,48
533,Bloc Lytvyn,17,280
534,Nikolay Kostomarov,56,359
535,Fancy Bear,55,12190
536,2014 Winter Paralympics,49,1139
537,Battle of Berlin,45,43447
538,Koliivshchyna,30,41
539,Victoria Nuland,28,7612
540,Volodymyr Antonovych,27,183
541,Serhii Plokhy,25,45
542,Bakhmut,23,1159
543,Lysychansk,23,784
544,Chernivtsi University,22,483
545,Territories of Poland annexed by the Soviet Union,21,4937
546,Mykhailo Drahomanov,20,352
547,Second Yatsenyuk Government,19,277
548,Olena Teliha,18,389
549,Illichivets,17,52
551,Oleksiy Ryabchyn,17,113
552,Khmelnytskyi Oblast,17,1631
553,Yuri Kostenko,16,24
554,2019â20 Ukrainian Premier League,16,9861
555,Drohobych,16,1832
556,Oleksandr Omelchenko,16,287
557,Leopolis Jazz Fest,16,390
558,Verkhovna Rada building,16,627
559,Volodymyr Lytvyn,16,521
560,Ministry of Internal Affairs of Ukraine,16,1907
561,Adam Martyniuk,16,71
562,Seven Wonders of Ukraine,16,1331
563,Russian federation,390,524094
564,RussiaâUnited Kingdom relations,230,4958
565,Russian speakers,208,58
566,Federal Security Service,85,33922
567,Operation Bagration,61,21653
568,Sea of Azov,55,11387
569,Russo-Polish War (1654â1667),44,3095
570,Deportation of the Crimean Tatars,43,4300
571,Roshen,29,5301
572,Kherson,27,4743
573,Halychyna,25,30207
574,PolishâSoviet border agreement of August 1945,22,732
575,Blue Army (Poland),22,1953
576,Podolia,22,4019
577,Uman,20,7159
578,Stanislav Kosior,20,1181
579,Chernihiv Oblast,19,2028
580,Donbass Arena,18,7631
581,Jon Krakauer,17,25002
582,Ossolineum,17,658
583,Roman Zvarych,16,411
584,Prime Minister of Ukraine,16,7463
585,Lina Kostenko,15,660
586,Petrykivka painting,15,561
587,Front of Changes,15,281
588,List of rivers of Ukraine,15,491
589,For Ukraine!,15,222
590,Serhiy Vlasenko,15,157
591,RussiaâTurkey relations,114,3818
592,Aleksandr Solzhenitsyn,105,40511
593,Treaty of Brest-Litovsk,77,20943
594,Polish Jews,60,25343
595,Eastern Orthodox Culture,54,104028
596,Vysoky Zamok (newspaper),26,139
597,Nabat,25,434
598,Hlukhiv,24,753
599,Sloviansk,24,1458
600,Lutsk,24,3720
602,Siret,20,904
604,Petro Konashevych-Sahaidachny,20,943
605,Igor Sikorsky Kyiv Polytechnic Institute,18,2584
606,Lyudmyla Denisova,18,305
607,Kharkiv Oblast,18,2488
608,Holocaust,18,295909
609,Early Slavs,17,13552
610,1991 Ukrainian independence referendum,17,1439
612,Saint Sophia Cathedral in Kiev,16,709
613,Oles Honchar,16,347
614,Holodomor Memorial Day,14,16
615,Lviv bid for the 2022 Winter Olympics,14,181
616,Kirovohrad Oblast,14,2255
617,Red Data Book of Ukraine,14,106
618,The Ukrainian Week,14,431
619,Andriy Shkil,14,135
620,Ukrainian wreath,14,1017
621,"History of Germans in Russia, Ukraine and the Soviet Union",182,5936
622,Mikhail Gorbachev,100,161184
623,Doukhobors,69,5045
624,Roman Abramovich,68,64843
625,Lithuania,64,167600
626,Tupolev Tu-160,62,31066
627,Droughts and famines in Russia and the Soviet Union,38,4438
628,Molotschna,32,1306
629,Oleksandr Usyk,28,78111
630,Viktor OrbÃ¡n,26,30288
631,Oliver Stone,25,62725
632,An-225,24,57177
633,Seversky Donets,23,1316
634,Volodymyr-Volynskyi,23,1478
635,Debaltseve,22,931
636,Aleksandr Zakharchenko,22,8242
637,Vasyl Lomachenko,22,208957
638,Excess mortality in the Soviet Union under Joseph Stalin,21,23143
640,Danube Delta,18,6287
641,Mykola Khvylovy,16,306
642,Hetman of Ukraine,16,779
643,Horilka,16,2843
644,Mykolaiv Oblast,16,1725
645,Alchevsk,16,906
646,State Border Guard Service of Ukraine,16,1424
647,Serhiy Sobolyev,15,231
648,Serhiy Taruta,15,1099
649,Mendel Khatayevich,15,198
650,German occupation of Czechoslovakia,15,19482
651,Oleksandr Yefremov,15,448
652,Valerian Pidmohylny,14,207
653,Bulawa,14,1176
654,FC Chornomorets Odessa,14,356
655,Lviv National Museum,14,261
656,First Secretary of the Communist Party of Ukraine,14,238
657,People's Democratic Party (Ukraine),14,275
658,2014 Ukrainian local elections,14,312
659,People's Party (Ukraine),13,302
660,Arena Lviv,13,2194
661,James Mace,13,315
662,FC Lviv,13,2363
663,Yevhen Nyshchuk,13,170
664,Volodymyr Vasylyovych Rybak,13,319
665,United Ukraine,13,75
666,Labor Ukraine,13,394
667,Constitution Day (Ukraine),13,202
668,2016 United States election interference by Russia,451,770
669,Human rights in Russia,229,5403
670,Media freedom in Russia,170,4699
671,Vladislav Surkov,80,6677
672,Viktor Chernomyrdin,53,3117
673,Pro-Russian,43,5942
674,Black Sea Germans,39,3921
675,Matteo Renzi,33,20642
676,Simferopol,31,7543
677,Curzon Line,31,5890
678,Green Ukraine,27,2563
679,Colour revolution,25,17106
680,PrzemyÅl,20,6990
681,Scythians,20,44336
682,Odessa Oblast,20,4443
683,Ivan Sirko,17,2092
685,Yurii Khmelnytsky,17,341
686,Kharkiv University,17,241
687,Raphael Lemkin,17,5869
688,Einsatzgruppen,16,30463
689,Baptists,16,52887
690,Kharkiv Polytechnical Institute,14,105
691,Eastern Galicia,14,1114
692,Mykola Martynenko,14,139
693,Volodymyr Sabodan,14,233
694,Rivne Oblast,14,1432
695,Dnieper Ukraine,14,525
696,Valeriya Lutkovska,14,212
697,BC Budivelnyk,13,1032
698,Makariy (Maletych),13,159
699,Cemetery of the Defenders of LwÃ³w,13,414
701,Party of Greens of Ukraine,12,550
702,2002 Ukrainian parliamentary election,12,697
703,Eduard Stavitskyi,12,33
704,"Armenian Cathedral, Lviv",12,127
705,Hromada,12,245
706,Ivan Kyrylenko,12,109
707,Ioan PotcoavÄ,12,217
708,Party of Labor (Ukraine),12,154
709,Russia under Vladimir Putin,394,7565
710,Sino-Russian relations,232,7550
711,Putinisms,62,5214
712,Disinformation,57,11563
713,Soviet Armed Forces,41,11766
714,History of the Soviet Union (1927â53),40,1135
715,Treaty on the Creation of the Union of Soviet Socialist Republics,39,5623
716,NATO,36,173980
717,Kazimir Malevich,36,14703
718,Rurik dynasty,33,17353
719,Crimean Tatar language,32,6146
720,East Slavic languages,29,7058
721,Collectivization in the Soviet Union,27,14060
722,Guberniya,26,2383
723,Leonid Brezhnev,25,60701
724,Treaty of Hadiach,25,472
725,Vladimir I of Kiev,23,16767
726,Russo-Turkish War (1676â1681),23,896
727,Chelm,22,2832
728,Vladimir Vernadsky,22,3412
729,Fastiv,22,884
730,Population transfer in the Soviet Union,21,8100
731,GUAM Organization for Democracy and Economic Development,20,3819
732,Crimean People's Republic,19,1262
733,Left-bank Ukraine,19,1183
734,Anders Ãslund,17,1189
735,Yuzhmash,17,1562
736,Gentry,17,13461
737,Pereyaslav,17,230
738,Berdychiv,17,2806
739,Polish language,17,40594
740,Crimean Oblast,16,1385
742,Constitution of Pylyp Orlyk,16,895
743,HungaryâPoland relations,15,1898
744,Kramatorsk,15,1679
745,Gun politics,15,2427
746,Korrespondent,14,429
747,Bila Tserkva,14,2367
748,Torban,14,623
749,Treblinka extermination camp,13,32360
750,Plan on Priority Measures for European Integration of Ukraine,12,90
751,KrAZ,12,3172
752,"Sociological group ""RATING""",12,262
753,Bieszczady Mountains,11,1796
754,Olena Bondarenko (Party of Regions politician),11,25
755,Ukrainian cuisine,11,6901
757,Ruslan Ponomariov,11,2302
758,LwÃ³w Ghetto,11,2276
759,Saints Peter and Paul Garrison Church (Lviv),11,188
760,Finance and Credit (bank),11,208
761,Vassily Ivanchuk,11,4155
762,GRU,97,5173
763,Transnistria War,51,6969
764,Danubian Sich,49,702
765,European integration,35,12125
766,Zaporizhian Sich,34,5084
767,Eurovision Song Contest,29,34874
768,Russian Unity,27,592
769,History of the Jews in the Soviet Union,27,2729
770,Capture of the Crimean Parliament,26,220
771,Melitopol,24,1645
772,Slavs,23,76375
773,Slav,23,1514
774,Oath of office,22,14124
775,Bilhorod,22,75
776,Second World War,20,784649
777,Zaporizhia (region),19,810
778,Agriculture in the Soviet Union,18,2734
779,Joseph Biden,17,980
780,Joe Biden,17,666670
782,"Pervomaisk, Luhansk Oblast",17,343
783,Christianisation of Kievan Rus',16,6021
784,Mustafa Dzhemilev,16,907
785,Myrhorod,16,681
786,Romanian language,16,43597
787,Yaroslav I the Wise,16,9182
788,Kherson Oblast,15,2538
789,Odessa University,14,951
790,Sievierodonetsk,14,1151
791,Semyon Gluzman,14,199
792,Halych,14,1654
793,Crimean Autonomous Soviet Socialist Republic,13,1780
794,Paska (bread),13,1149
795,Prosvita,13,293
796,Anti-Terrorist Operation Zone (Ukraine),13,888
797,Å»upan,12,1095
798,Volodymyr Zabolotny,12,106
799,People's Friendship Arch,12,1126
800,St Volodymyr's Cathedral,12,1164
801,Pavlo Teteria,12,204
802,Lviv International Airport,11,4940
803,Oleksandr Zavarov,11,835
805,Peasant Party of Ukraine,10,310
806,Massacre of LwÃ³w professors,10,871
807,BBC Ukrainian,10,452
808,Port of Odessa,10,995
809,Hennadiy Moskal,10,690
810,Ukrainian wedding traditions,10,1605
812,Etnovyr,10,94
813,Kiev Bandurist Capella,10,37
814,Nina Karpachova,10,112
815,Vasyl Symonenko,10,435
816,Reforms and Order,10,248
817,Ukraina Stadium,10,726
818,Anti-protest laws in Ukraine,10,697
