id,Label,total_relevance,pageviews
164,Ukrainian government,53,6127
165,Polonization,88,2792
166,Opposition Platform â For Life,69,4420
167,Subdivisions of Ukraine,61,5495
168,Ukrainophiles,60,547
169,Judicial system of Ukraine,54,536
170,Socialist Party of Ukraine,53,1023
171,Treaty of Brest-Litovsk (UkraineâCentral Powers),66,1033
172,Igor Girkin,135,1356
173,Ternopil,63,4868
174,Human rights in Ukraine,55,1529
175,Volodymyr Kubiyovych,53,294
176,Reichskommissariat Ukraine,53,5983
177,Andriy Shevchenko,50,64338
178,Enlargement of NATO,113,16216
179,Autonomous Republic of Crimea,91,9886
180,Austrian Poland,73,13440
181,Lviv pogroms,51,2564
182,International sanctions during the Russo-Ukrainian War,284,15564
183,2 May 2014 Odessa clashes,104,270
184,Kuchma,61,6113
185,People's Movement of Ukraine,54,1511
186,Football Federation of Ukraine,50,728
187,Ukrainian Association of Football,50,1546
188,Bloc Yulia Tymoshenko,50,1163
189,Solidarity (Ukraine),48,5139
190,Borys Kolesnykov,48,30
191,2010 UkrainianâRussian Naval Base for Gas treaty,79,160
192,Education in Ukraine,56,3808
193,"Ukrainian Village, Chicago",50,2420
194,Mariupol,100,5707
195,Bohdan Khmelnytskyi,84,6553
196,Filaret (Denysenko),64,2018
197,Ukrselena,57,2294
198,Leonid Kravchuk,54,3878
199,Ukrainian Sich Riflemen,52,684
200,History of Poland,157,18615
202,National Guard of Ukraine,63,4322
203,Romanization of Ukrainian,54,3166
204,Ukrainian Democratic Alliance for Reform,46,1876
205,Chernobyl disaster,61,777742
206,Ukrainian architecture,56,1127
207,2015 Ukrainian presidential election,67,4168
208,Polish population transfers (1944?1946),61,1959
209,Polish population transfers (1944â1946),61,1959
210,Mykola Azarov,52,2617
213,Ukrainian State,50,4346
214,Ivan Krypiakevych,45,95
215,Transnistria,118,68307
216,Commonwealth of Independent States,84,71436
217,Sloboda Ukraine,67,2632
218,2004 Ukrainian presidential election,65,2364
219,Eastern Ukraine,60,2716
220,Epiphanius I of Ukraine,48,2127
221,Ukrainian folk music,44,1136
222,First Azarov Government,42,312
223,Higher education in Ukraine,43,1389
224,RT (TV network),203,360032
225,Kuban Cossacks,109,4199
226,Novorossiya (confederation),76,7812
227,Ruthenians,57,8653
228,Kolomyia,41,2151
229,RussiaâNATO relations,300,6325
230,Little Russia,99,3255
231,Ivan Mazepa,64,3332
232,Oleh Tsarov,55,132
233,Opposition Bloc,45,1725
234,List of Ukrainian rulers,44,2247
235,Executed Renaissance,42,778
236,People's Deputy of Ukraine,38,816
237,Second Tymoshenko Government,38,153
239,Ems Ukaz,68,529
241,George Shevelov,48,330
242,Central Rada,44,317
243,Boryspil International Airport,40,14873
244,UEFA Euro 2012,39,33033
245,"Forward, Ukraine!",37,109
246,Our Ukraine (political party),37,1064
247,Levko Lukyanenko,37,452
248,Ukrainian passport,37,5238
249,Army of the South-East,99,288
250,Former Soviet Republics,93,29722
251,Ukraine International Airlines,41,14100
252,Ukrainian World Congress,37,192
253,Ukrainian embroidery,37,1147
254,Jaroslav Rudnyckyj,36,202
255,Barszcz,85,49600
256,Southern Ukraine,48,1039
257,Independence Day of Ukraine,39,1248
258,LvovâSandomierz Offensive,37,3603
259,Viktor Baloha,35,424
260,Zhytomyr,46,5399
261,FC Karpaty Lviv,37,5122
262,Oleksandr Viktorovych Klymenko,37,78
263,Chernivtsi Oblast,37,3177
264,Constitution of Ukraine,36,3253
265,Ukrainian Latin alphabet,35,1006
266,Second Azarov Government,35,401
267,Sevastopol,98,43440
268,Kresy,57,5616
269,Ruthenia,53,9969
270,Romanians in Ukraine,53,830
271,Greeks in Ukraine,44,1673
272,Lviv University,35,2176
273,Ukrainian Cossacks,84,10802
274,Budjak,66,2636
275,Chernobyl Exclusion Zone,41,45006
276,Coal in Ukraine,40,750
277,2014 Ukrainian parliamentary election,39,2408
278,Ivan Franko,35,2245
279,PolandâUkraine border,33,1382
280,Pysanky,32,231
281,Central Election Commission of Ukraine,32,866
282,Soviet,152,414162
283,Sergey Lavrov,99,15285
284,1954 transfer of Crimea,75,4203
285,Pierogi,45,53437
286,Ivan Dorn,43,2570
287,Mykola Skrypnyk,42,689
288,Tourism in Ukraine,38,2201
289,Ukrainian elections,34,1880
290,Emergency Medicine Reform in Ukraine since 2016,31,269
291,Bystroye Canal,31,306
292,United Centre,31,479
293,Bessarabia,84,18707
294,Eastern Front (World War II),66,55778
295,Lisbon Protocol,50,558
296,Ternopil Oblast,36,2488
297,Cherkasy,35,4179
298,Valentyn Nalyvaichenko,32,1265
299,LwÃ³w pogrom (1918),32,1211
300,Strong Ukraine,32,522
301,Congress of Ukrainian Nationalists,31,822
302,Russophobes,475,73
303,Crimean bridge,86,227
304,Zaporizhzhia,53,176
305,Soviet famine of 1946â1947,52,3369
306,John Mearsheimer,48,10188
307,Martial law in Ukraine,42,1080
308,Panteleimon Kulish,34,375
309,Ukrainian Declaration of Independence,33,2416
311,Yevhen Konovalets,33,1214
312,Pavlo Lazarenko,32,2206
313,Armia Krajowa,31,4152
314,European Party of Ukraine,29,371
315,2010 Ukrainian local elections,29,474
316,Pereyaslav Council,65,1329
317,Luhansk Oblast,54,4453
318,Soviet partisans,45,6359
319,Kyiv Post,39,3085
320,Mariupol standoff,39,66
321,Kamianets-Podilskyi,36,4702
322,Ukrainian hryvnia,35,16495
323,Serhiy Arbuzov,32,622
324,Oblasts of Ukraine,30,4661
325,Vadym Ivchenko,29,97
326,Ulana Suprun,29,1234
327,Mykola Knyazhytsky,29,30
328,Ukraine national basketball team,28,890
329,Mykola Tomenko,28,170
330,Leonid Chernovetsky,28,123
332,Moldova,89,145056
333,Soviet occupation of Bessarabia and Northern Bukovina,53,5473
334,All-Ukrainian Congress of Soviets,41,265
335,Visa requirements for Ukrainian citizens,36,22978
336,Rail transport in Ukraine,36,657
337,Mykhailo Dobkin,35,639
338,Central Ukraine,32,735
339,Vasyl Stus,30,968
340,Yuriy Boiko,30,162
342,Local governance in Ukraine,27,16
343,Christian Democratic Union (Ukraine),27,265
344,Viacheslav Chornovil,27,859
345,Ivan Ohiyenko,27,24
346,Foreign relations of Russia,470,10277
347,Chernihiv,38,4747
348,Intercession of the Theotokos,37,7244
349,Peter Mogila,34,516
350,Okean Elzy,33,2443
351,Vlas Chubar,30,690
352,Arsen Avakov (politician),30,232
353,Ukrainian Military Organization,29,359
354,Ukrainian folklore,29,1126
355,Ukrainian literature,28,2149
356,Population exchange between Poland and Soviet Ukraine,28,756
357,Servant of the People (political party),28,15230
358,Declaration of State Sovereignty of Ukraine,27,744
359,Constitutional Court of Ukraine,26,554
360,Ukrainian People's Party,26,257
361,Sport in Russia,202,5175
362,Boris Nemtsov,106,8682
363,Battle of Konotop,62,505
364,Neo-Nazis,58,919
365,Anti-Semitism,43,5563
366,Antisemitism,43,111128
367,Donetsk Oblast,38,6818
368,List of Metropolitans and Patriarchs of Kiev,37,785
369,Rusyn language,35,11339
370,Onufriy (Berezovsky),33,630
371,CucuteniâTrypillia culture,32,7068
372,Pavel Postyshev,29,959
373,Ivano-Frankivsk Oblast,27,3246
374,Prosecutor General of Ukraine,26,4219
375,Ukrainian Republican Party,25,182
376,Populated places in Ukraine,25,579
377,Polish-Ukrainian Peace Force Battalion,25,128
378,Revolution on Granite,25,323
379,Vyacheslav Kyrylenko,25,262
380,RussiaâEuropean Union relations,362,7455
381,Russian Jewish,169,1834
382,Petro Doroshenko,39,1046
383,Trilateral Contact Group on Ukraine,39,1403
384,Volhynia,37,6535
385,Wladimir Klitschko,34,110883
386,2006 Ukrainian parliamentary election,33,788
387,Nuclear power in Ukraine,31,1841
388,Shevchenko Scientific Society,28,285
389,Ukrainian oligarchs,27,4592
390,Omeljan Pritsak,26,945
391,Anatoliy Hrytsenko,25,588
392,Encyclopedia of Ukraine,25,578
393,Orest Subtelny,25,534
394,"Ukrainian Republican Party ""Sobor""",24,34
395,2007 Ukrainian parliamentary election,24,934
396,Methodius (Kudriakov),24,139
397,Uman?Boto?ani Offensive,24,383
398,Pavlo Skoropadskyi,40,1953
399,Moldavian Autonomous Soviet Socialist Republic,31,2119
400,ChÅopomania,30,137
401,Maidan Nezalezhnosti,27,4373
402,Ukrainians of Romania,26,629
403,OST-Arbeiter,25,519
404,Ukrposhta,24,860
405,Ukrainian Encyclopedia (publisher),23,60
406,Hennadiy Udovenko,23,287
407,1990 Ukrainian parliamentary election,23,229
408,Russian Orthodox Church,161,39499
409,Arseny Pavlov,43,460
410,Khmelnytsky Uprising,42,7140
411,Peace of Riga,33,3019
412,Taras Kuzio,33,646
413,University of Kyiv,28,3287
414,2019 Ukrainian presidential election,28,15734
415,Andrey Sheptytsky,28,962
416,Right-bank Ukraine,27,1917
418,Deep and Comprehensive Free Trade Area,25,3425
419,Constitution of the Ukrainian SSR,25,130
420,Ukrainian Galician Army,24,762
421,Ukrainian Baroque,24,683
422,Anatoliy Kinakh,23,459
423,Ukrainian Second League,22,1278
424,Nord Stream,113,13041
425,The Ruin (Ukrainian history),50,948
426,Natural gas in Russia,49,1814
428,Gareth Jones (journalist),34,10773
429,Chernobyl,32,44098
430,Dnieper River,31,15074
431,Luhansk,30,6382
432,Zaporizhia Oblast,28,3192
433,Zaporizhzhia Oblast,28,142
434,BelarusâUkraine border,28,605
435,Anna Muzychuk,26,1226
436,Lazar Kaganovich,24,11872
437,Ivan Drach,22,498
438,The Holocaust in Ukraine,22,2550
439,Yaroslav Stetsko,21,674
440,Eurasian Economic Union,144,33695
441,Russian Civil War,112,61348
442,Stalin,110,362755
443,Political abuse of psychiatry in the Soviet Union,101,5719
444,Crimean Tatars,72,15622
445,OSCE,47,20795
446,Yat,47,3487
447,Mike Pompeo,37,312843
448,Kremenchuk,37,2422
449,Dnipropetrovsk National University,32,60
450,Izium,31,581
451,Occupation of Poland (1939â1945),28,15603
452,Territorial defence battalions (Ukraine),27,746
453,Metropolitan of Kyiv and All Ukraine,24,3
454,General Government,23,10097
455,Lviv Academy of Commerce,23,138
456,Borys Tarasyuk,22,264
457,Andriy Atanasovych Melnyk,21,741
458,Roman Catholicism in Ukraine,21,290
459,LwÃ³w Eaglets,20,682
460,Lychakiv Cemetery,20,1174
461,Ukraine's health system,20,20
462,Solomiya Krushelnytska,20,800
463,Democratic Bloc (Ukraine),20,229
464,Russification,277,7777
465,Belarus,120,184316
467,Kazakhstan,94,253026
468,Kirill of Moscow,76,6296
469,JÃ³zef PiÅsudski,73,17815
470,Nikolai Gogol,60,27603
471,Mejlis of the Crimean Tatar People,47,1174
472,Eastern Partnership,41,4454
473,Druzhba pipeline,41,2936
474,Soviet invasion of Poland,40,16156
475,Igor Plotnitsky,32,1634
476,Second Polish Republic,30,23387
477,Chernobyl Nuclear Power Plant,28,57040
478,Antonov,26,16191
479,Kyiv Oblast,24,316
480,2015 Ukrainian local elections,23,900
482,Oleg Blokhin,21,6871
483,Lviv oblast,21,4161
484,Economic Development (parliamentary faction),19,713
485,Lubomyr Husar,19,703
486,Supreme Court of Ukraine,19,843
487,Roman Bezsmertny,19,36
488,Ukrainian Helsinki Group,19,355
489,Ulas Samchuk,19,182
490,Alexei Navalny,178,12714
491,Byelorussian SSR,116,12151
492,Belarusian Soviet Socialist Republic,116,157
493,Donald Trump,55,3957982
494,Novorossiya,54,9448
495,Russian imperialism,50,5978
496,Old East Slavic language,47,6193
497,General Secretariat of Ukraine,29,261
498,Ivan Kotlyarevsky,28,184
499,Grigory Petrovsky,25,1078
500,Horlivka,23,1746
501,Ukrinform,21,5042
502,Nikolai Podgorny,20,2875
503,Southern Bug,20,2305
504,Ukrainian Orthodox Church of the USA,20,786
505,Ge with upturn,20,164
506,Vinnytsia Oblast,19,2367
507,National Police of Ukraine,19,2747
508,Hromada (political party),18,502
509,Honcharuk Government,18,1414
510,All-Ukrainian Central Executive Committee,18,168
511,Ihor Yukhnovsky,18,45
512,Ministry of Foreign Affairs (Ukraine),18,1017
513,History of Russia,364,35147
514,Russian (language),236,294
515,Russian language,236,102968
516,Russian Airborne Troops,66,7352
517,Lviv National Art Gallery,27,334
518,Vopli Vidoplyasova,23,122
519,SMERSH,22,10689
520,The Holocaust in Poland,21,10531
521,First Yatsenyuk Government,21,414
522,Rivne,20,3917
523,Hetman,20,3867
524,Kobza,20,1139
525,Volodymyr Shcherbytsky,20,1556
526,Our Land (Ukraine),19,502
527,Presidium of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,17,165
528,1998 Ukrainian parliamentary election,17,593
529,"Rise up, Ukraine!",17,222
530,National Security and Defense Council of Ukraine,17,1343
531,Yuriy Pavlenko,17,565
532,List of Communist monuments in Ukraine,17,47
533,Bloc Lytvyn,17,272
534,Nikolay Kostomarov,56,434
535,Fancy Bear,55,14974
536,2014 Winter Paralympics,49,1438
537,Battle of Berlin,45,47664
538,Koliivshchyna,30,37
539,Victoria Nuland,28,8841
540,Volodymyr Antonovych,27,656
541,Serhii Plokhy,25,72
542,Bakhmut,23,1080
543,Lysychansk,23,995
544,Chernivtsi University,22,517
545,Territories of Poland annexed by the Soviet Union,21,3813
546,Mykhailo Drahomanov,20,428
547,Second Yatsenyuk Government,19,264
548,Olena Teliha,18,325
549,Illichivets,17,71
551,Oleksiy Ryabchyn,17,143
552,Khmelnytskyi Oblast,17,2076
553,Yuri Kostenko,16,23
554,2019â20 Ukrainian Premier League,16,8087
555,Drohobych,16,1756
556,Oleksandr Omelchenko,16,301
557,Leopolis Jazz Fest,16,342
558,Verkhovna Rada building,16,552
559,Volodymyr Lytvyn,16,590
560,Ministry of Internal Affairs of Ukraine,16,2087
561,Adam Martyniuk,16,67
562,Seven Wonders of Ukraine,16,1410
563,Russian federation,390,526568
564,RussiaâUnited Kingdom relations,230,6519
565,Russian speakers,208,69
566,Federal Security Service,85,38023
567,Operation Bagration,61,21877
568,Sea of Azov,55,11836
569,Russo-Polish War (1654â1667),44,3588
570,Deportation of the Crimean Tatars,43,5320
571,Roshen,29,5444
572,Kherson,27,5822
573,Halychyna,25,30415
574,PolishâSoviet border agreement of August 1945,22,608
575,Blue Army (Poland),22,1929
576,Podolia,22,4218
577,Uman,20,6119
578,Stanislav Kosior,20,1280
579,Chernihiv Oblast,19,2104
580,Donbass Arena,18,5520
581,Jon Krakauer,17,23740
582,Ossolineum,17,1680
583,Roman Zvarych,16,214
584,Prime Minister of Ukraine,16,5316
585,Lina Kostenko,15,741
586,Petrykivka painting,15,623
587,Front of Changes,15,232
588,List of rivers of Ukraine,15,723
589,For Ukraine!,15,168
590,Serhiy Vlasenko,15,165
591,RussiaâTurkey relations,114,15848
592,Aleksandr Solzhenitsyn,105,43098
593,Treaty of Brest-Litovsk,77,22817
594,Polish Jews,60,23299
595,Eastern Orthodox Culture,54,111312
596,Vysoky Zamok (newspaper),26,115
597,Nabat,25,497
598,Hlukhiv,24,765
599,Sloviansk,24,1473
600,Lutsk,24,3964
602,Siret,20,937
604,Petro Konashevych-Sahaidachny,20,771
605,Igor Sikorsky Kyiv Polytechnic Institute,18,2699
606,Lyudmyla Denisova,18,300
607,Kharkiv Oblast,18,2905
608,Holocaust,18,327234
609,Early Slavs,17,13918
610,1991 Ukrainian independence referendum,17,1755
612,Saint Sophia Cathedral in Kiev,16,809
613,Oles Honchar,16,394
614,Holodomor Memorial Day,14,34
615,Lviv bid for the 2022 Winter Olympics,14,218
616,Kirovohrad Oblast,14,2466
617,Red Data Book of Ukraine,14,137
618,The Ukrainian Week,14,525
619,Andriy Shkil,14,180
620,Ukrainian wreath,14,1093
621,"History of Germans in Russia, Ukraine and the Soviet Union",182,5629
622,Mikhail Gorbachev,100,185198
623,Doukhobors,69,5293
624,Roman Abramovich,68,72033
625,Lithuania,64,158985
626,Tupolev Tu-160,62,56584
627,Droughts and famines in Russia and the Soviet Union,38,4547
628,Molotschna,32,1342
629,Oleksandr Usyk,28,149582
630,Viktor OrbÃ¡n,26,41291
631,Oliver Stone,25,62363
632,An-225,24,64713
633,Seversky Donets,23,1680
634,Volodymyr-Volynskyi,23,1493
635,Debaltseve,22,990
636,Aleksandr Zakharchenko,22,6493
637,Vasyl Lomachenko,22,88833
638,Excess mortality in the Soviet Union under Joseph Stalin,21,23740
640,Danube Delta,18,6462
641,Mykola Khvylovy,16,343
642,Hetman of Ukraine,16,803
643,Horilka,16,2855
644,Mykolaiv Oblast,16,1800
645,Alchevsk,16,856
646,State Border Guard Service of Ukraine,16,2252
647,Serhiy Sobolyev,15,150
648,Serhiy Taruta,15,1105
649,Mendel Khatayevich,15,309
650,German occupation of Czechoslovakia,15,19276
651,Oleksandr Yefremov,15,364
652,Valerian Pidmohylny,14,283
653,Bulawa,14,1292
654,FC Chornomorets Odessa,14,385
655,Lviv National Museum,14,270
656,First Secretary of the Communist Party of Ukraine,14,250
657,People's Democratic Party (Ukraine),14,315
658,2014 Ukrainian local elections,14,302
659,People's Party (Ukraine),13,332
660,Arena Lviv,13,2055
661,James Mace,13,247
662,FC Lviv,13,2161
663,Yevhen Nyshchuk,13,189
664,Volodymyr Vasylyovych Rybak,13,297
665,United Ukraine,13,78
666,Labor Ukraine,13,415
667,Constitution Day (Ukraine),13,323
668,2016 United States election interference by Russia,451,919
669,Human rights in Russia,229,6694
670,Media freedom in Russia,170,5504
671,Vladislav Surkov,80,8091
672,Viktor Chernomyrdin,53,3281
673,Pro-Russian,43,5583
674,Black Sea Germans,39,5094
675,Matteo Renzi,33,15137
676,Simferopol,31,8313
677,Curzon Line,31,4834
678,Green Ukraine,27,2720
679,Colour revolution,25,20791
680,PrzemyÅl,20,8382
681,Scythians,20,44237
682,Odessa Oblast,20,4400
683,Ivan Sirko,17,2487
685,Yurii Khmelnytsky,17,385
686,Kharkiv University,17,274
687,Raphael Lemkin,17,8075
688,Einsatzgruppen,16,31630
689,Baptists,16,58416
690,Kharkiv Polytechnical Institute,14,146
691,Eastern Galicia,14,1397
692,Mykola Martynenko,14,178
693,Volodymyr Sabodan,14,295
694,Rivne Oblast,14,1587
695,Dnieper Ukraine,14,616
696,Valeriya Lutkovska,14,261
697,BC Budivelnyk,13,930
698,Makariy (Maletych),13,196
699,Cemetery of the Defenders of LwÃ³w,13,310
701,Party of Greens of Ukraine,12,579
702,2002 Ukrainian parliamentary election,12,649
703,Eduard Stavitskyi,12,23
704,"Armenian Cathedral, Lviv",12,115
705,Hromada,12,281
706,Ivan Kyrylenko,12,117
707,Ioan PotcoavÄ,12,290
708,Party of Labor (Ukraine),12,147
709,Russia under Vladimir Putin,394,10376
710,Sino-Russian relations,232,9466
711,Putinisms,62,6092
712,Disinformation,57,16405
713,Soviet Armed Forces,41,12774
714,History of the Soviet Union (1927â53),40,1188
715,Treaty on the Creation of the Union of Soviet Socialist Republics,39,6219
716,NATO,36,225288
717,Kazimir Malevich,36,15677
718,Rurik dynasty,33,19725
719,Crimean Tatar language,32,6815
720,East Slavic languages,29,6105
721,Collectivization in the Soviet Union,27,14844
722,Guberniya,26,3957
723,Leonid Brezhnev,25,73198
724,Treaty of Hadiach,25,563
725,Vladimir I of Kiev,23,21123
726,Russo-Turkish War (1676â1681),23,1213
727,Chelm,22,3061
728,Vladimir Vernadsky,22,3956
729,Fastiv,22,889
730,Population transfer in the Soviet Union,21,8198
731,GUAM Organization for Democracy and Economic Development,20,4342
732,Crimean People's Republic,19,1430
733,Left-bank Ukraine,19,1416
734,Anders Ãslund,17,994
735,Yuzhmash,17,1487
736,Gentry,17,15166
737,Pereyaslav,17,415
738,Berdychiv,17,2935
739,Polish language,17,46183
740,Crimean Oblast,16,1747
742,Constitution of Pylyp Orlyk,16,1011
743,HungaryâPoland relations,15,2265
744,Kramatorsk,15,1779
745,Gun politics,15,1365
746,Korrespondent,14,550
747,Bila Tserkva,14,2515
748,Torban,14,732
749,Treblinka extermination camp,13,31716
750,Plan on Priority Measures for European Integration of Ukraine,12,87
751,KrAZ,12,3726
752,"Sociological group ""RATING""",12,326
753,Bieszczady Mountains,11,1661
754,Olena Bondarenko (Party of Regions politician),11,25
755,Ukrainian cuisine,11,7351
757,Ruslan Ponomariov,11,2296
758,LwÃ³w Ghetto,11,2419
759,Saints Peter and Paul Garrison Church (Lviv),11,241
760,Finance and Credit (bank),11,333
761,Vassily Ivanchuk,11,4335
762,GRU,97,5455
763,Transnistria War,51,8014
764,Danubian Sich,49,768
765,European integration,35,14610
766,Zaporizhian Sich,34,5839
767,Eurovision Song Contest,29,39672
768,Russian Unity,27,674
769,History of the Jews in the Soviet Union,27,3308
770,Capture of the Crimean Parliament,26,560
771,Melitopol,24,1489
772,Slavs,23,80704
773,Slav,23,1591
774,Oath of office,22,14112
775,Bilhorod,22,71
776,Second World War,20,776296
777,Zaporizhia (region),19,988
778,Agriculture in the Soviet Union,18,3284
779,Joseph Biden,17,1073
780,Joe Biden,17,480409
782,"Pervomaisk, Luhansk Oblast",17,331
783,Christianisation of Kievan Rus',16,7444
784,Mustafa Dzhemilev,16,916
785,Myrhorod,16,557
786,Romanian language,16,44942
787,Yaroslav I the Wise,16,10495
788,Kherson Oblast,15,2703
789,Odessa University,14,911
790,Sievierodonetsk,14,1196
791,Semyon Gluzman,14,283
792,Halych,14,1797
793,Crimean Autonomous Soviet Socialist Republic,13,2400
794,Paska (bread),13,1262
795,Prosvita,13,328
796,Anti-Terrorist Operation Zone (Ukraine),13,1042
797,Å»upan,12,1289
798,Volodymyr Zabolotny,12,91
799,People's Friendship Arch,12,1055
800,St Volodymyr's Cathedral,12,1212
801,Pavlo Teteria,12,227
802,Lviv International Airport,11,6452
803,Oleksandr Zavarov,11,940
805,Peasant Party of Ukraine,10,317
806,Massacre of LwÃ³w professors,10,873
807,BBC Ukrainian,10,580
808,Port of Odessa,10,1032
809,Hennadiy Moskal,10,672
810,Ukrainian wedding traditions,10,2082
812,Etnovyr,10,138
813,Kiev Bandurist Capella,10,45
814,Nina Karpachova,10,148
815,Vasyl Symonenko,10,530
816,Reforms and Order,10,160
817,Ukraina Stadium,10,752
818,Anti-protest laws in Ukraine,10,1948
